"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
"2","2018-12-31T23:56:44.000","2019-01-01T00:09:19.000","1","3.30","1","N","137","146","1","12.5","0.5","0.5","2.76","0","0.3","16.56"
"2","2018-12-31T23:56:42.000","2019-01-01T01:09:45.000","5","10.22","1","N","249","129","2","48","0.5","0.5","0","0","0.3","49.3"
"1","2018-12-31T23:56:42.000","2019-01-01T00:11:38.000","0","2.40","1","N","141","107","1","11.5","0.5","0.5","3.2","0","0.3","16"
"1","2018-12-31T23:56:40.000","2019-01-01T00:08:33.000","1","2.00","1","N","158","232","1","10","0.5","0.5","2.25","0","0.3","13.55"
"2","2018-12-31T23:56:40.000","2018-12-31T23:59:56.000","1","0.55","1","N","62","61","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:56:39.000","2019-01-01T00:06:30.000","2","0.87","1","N","68","48","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"1","2018-12-31T23:56:39.000","2019-01-01T00:00:07.000","2","0.40","1","N","50","48","1","4","0.5","0.5","0.62","0","0.3","5.92"
"2","2018-12-31T23:56:39.000","2019-01-01T00:00:23.000","1","0.40","1","N","237","140","1","4.5","0.5","0.5","1.16","0","0.3","6.96"
"1","2018-12-31T23:56:38.000","2019-01-01T00:06:45.000","1","2.80","1","N","229","79","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"1","2018-12-31T23:56:38.000","2019-01-01T00:03:35.000","2","0.40","1","N","48","48","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2018-12-31T23:56:36.000","2019-01-01T00:07:14.000","1","1.86","1","N","249","137","1","8.5","0.5","0.5","2.94","0","0.3","12.74"
"1","2018-12-31T23:56:34.000","2019-01-01T00:05:27.000","1","3.50","1","N","141","4","2","12.5","0.5","0.5","0","0","0.3","13.8"
"1","2018-12-31T23:56:33.000","2019-01-01T00:04:02.000","2","1.50","1","N","151","166","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2018-12-31T23:56:30.000","2019-01-01T00:05:44.000","1","2.40","1","N","263","151","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:56:30.000","2018-12-31T23:57:35.000","1","0.10","1","N","80","217","2","3","0.5","0.5","0","0","0.3","4.3"
"2","2018-12-31T23:56:29.000","2019-01-01T00:12:28.000","3","4.19","1","N","68","238","1","16","0.5","0.5","2.5","0","0.3","19.8"
"2","2018-12-31T23:56:28.000","2018-12-31T23:58:59.000","1","0.79","1","N","236","75","1","4.5","0.5","0.5","0.58","0","0.3","6.38"
"2","2018-12-31T23:56:27.000","2019-01-01T00:12:09.000","1","2.30","1","N","151","75","2","11.5","0.5","0.5","0","0","0.3","12.8"
"1","2018-12-31T23:56:25.000","2019-01-01T00:01:03.000","2","0.60","1","N","142","143","1","5","0.5","0.5","1.25","0","0.3","7.55"
"1","2018-12-31T23:56:23.000","2019-01-01T00:00:23.000","2","0.50","1","N","263","236","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:56:23.000","2018-12-31T23:59:54.000","1","0.31","1","N","68","90","1","4","0.5","0.5","1.06","0","0.3","6.36"
"2","2018-12-31T23:56:22.000","2019-01-01T00:09:53.000","1","4.32","1","N","234","87","2","15","0.5","0.5","0","0","0.3","16.3"
"1","2018-12-31T23:56:22.000","2019-01-01T00:27:56.000","1","2.80","1","N","144","164","1","19.5","0.5","0.5","4.15","0","0.3","24.95"
"2","2018-12-31T23:56:22.000","2018-12-31T23:59:30.000","1","0.77","1","N","244","116","2","4.5","0.5","0.5","0","0","0.3","5.8"
"1","2018-12-31T23:56:21.000","2019-01-01T00:03:55.000","2","1.40","1","N","68","113","1","7","0.5","0.5","5","0","0.3","13.3"
"2","2018-12-31T23:56:20.000","2019-01-01T00:05:52.000","1","2.03","1","N","243","247","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2018-12-31T23:56:19.000","2018-12-31T23:56:24.000","2","0.00","1","N","148","264","2","2.5","0.5","0.5","0","0","0.3","3.8"
"1","2018-12-31T23:56:18.000","2019-01-01T00:01:04.000","1","0.90","1","N","75","74","4","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:56:18.000","2018-12-31T23:58:45.000","1","0.59","1","N","260","226","1","4","0.5","0.5","2","0","0.3","7.3"
"2","2018-12-31T23:56:17.000","2019-01-01T00:19:41.000","1","4.83","1","N","234","142","1","19","0.5","0.5","1","0","0.3","21.3"
"2","2018-12-31T23:56:15.000","2019-01-01T00:28:04.000","1","25.60","1","N","132","174","2","67","0.5","0.5","0","5.76","0.3","74.06"
"1","2018-12-31T23:56:15.000","2019-01-01T00:00:32.000","2","0.40","1","N","48","163","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:56:14.000","2018-12-31T23:58:23.000","2","0.37","1","N","90","249","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2018-12-31T23:56:12.000","2019-01-01T00:15:14.000","1","3.30","1","N","244","159","2","15","0.5","0.5","0","0","0.3","16.3"
"2","2018-12-31T23:56:11.000","2019-01-01T00:07:21.000","1","2.07","1","N","231","68","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:56:11.000","2018-12-31T23:57:25.000","4","0.46","1","N","90","68","1","3.5","0.5","0.5","1.2","0","0.3","6"
"1","2018-12-31T23:56:10.000","2019-01-01T00:14:10.000","1","3.60","1","N","170","239","1","15.5","0.5","0.5","5","0","0.3","21.8"
"1","2018-12-31T23:56:09.000","2019-01-01T00:00:41.000","2","0.70","1","N","249","90","1","5","0.5","0.5","1.25","0","0.3","7.55"
"2","2018-12-31T23:56:08.000","2019-01-01T00:22:19.000","1","6.30","1","N","239","239","1","22","0.5","0.5","6.99","0","0.3","30.29"
"1","2018-12-31T23:56:08.000","2018-12-31T23:59:51.000","2","0.70","1","N","141","141","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"2","2018-12-31T23:56:07.000","2019-01-01T00:02:46.000","1","0.73","1","N","68","246","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2018-12-31T23:56:06.000","2019-01-01T00:25:27.000","2","6.83","1","N","161","17","2","25.5","0.5","0.5","0","0","0.3","26.8"
"2","2018-12-31T23:56:06.000","2018-12-31T23:56:48.000","2","0.10","1","N","234","164","2","2.5","0.5","0.5","0","0","0.3","3.8"
"2","2018-12-31T23:56:05.000","2018-12-31T23:57:51.000","1","0.41","1","N","41","42","1","3.5","0.5","0.5","3.3","0","0.3","8.1"
"2","2018-12-31T23:56:05.000","2019-01-01T00:00:46.000","1","1.91","1","N","262","74","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:56:05.000","2019-01-01T00:22:47.000","5","1.93","1","N","161","113","1","16.5","0.5","0.5","5.34","0","0.3","23.14"
"1","2018-12-31T23:56:05.000","2019-01-01T00:08:42.000","0","1.90","1","N","158","48","1","10","0.5","0.5","5","0","0.3","16.3"
"2","2018-12-31T23:56:01.000","2019-01-01T00:02:11.000","6","0.92","1","N","79","107","1","6","0.5","0.5","2.19","0","0.3","9.49"
"1","2018-12-31T23:56:00.000","2019-01-01T00:14:26.000","2","2.50","1","N","246","233","1","12.5","0.5","0.5","2.75","0","0.3","16.55"
"2","2018-12-31T23:55:59.000","2019-01-01T00:07:40.000","2","1.57","1","N","68","90","1","9","0.5","0.5","2.58","0","0.3","12.88"
"1","2018-12-31T23:55:57.000","2019-01-01T00:13:14.000","1","4.30","1","N","263","152","2","15.5","0.5","0.5","0","0","0.3","16.8"
"2","2018-12-31T23:55:56.000","2019-01-01T00:02:28.000","3","0.32","1","N","100","68","1","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2018-12-31T23:55:56.000","2019-01-01T00:03:13.000","2","0.40","1","N","162","161","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2018-12-31T23:55:55.000","2019-01-01T00:01:25.000","1","1.20","1","N","151","238","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2018-12-31T23:55:53.000","2018-12-31T23:56:16.000","1","0.00","5","N","162","162","1","30","0","0","1.5","0","0.3","31.8"
"2","2018-12-31T23:55:53.000","2019-01-01T00:07:30.000","1","1.13","1","N","170","162","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2018-12-31T23:55:52.000","2019-01-01T00:23:34.000","1","6.30","1","N","234","83","2","23.5","0.5","0.5","0","0","0.3","24.8"
"2","2018-12-31T23:55:52.000","2019-01-01T00:06:18.000","1","6.02","1","N","132","28","2","18","0.5","0.5","0","0","0.3","19.3"
"1","2018-12-31T23:55:52.000","2018-12-31T23:59:43.000","1","1.00","1","N","141","237","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:55:52.000","2019-01-01T00:02:14.000","5","0.64","1","N","68","158","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2018-12-31T23:55:50.000","2019-01-01T00:14:49.000","1","4.70","1","N","79","146","1","17","0.5","0.5","3.66","0","0.3","21.96"
"2","2018-12-31T23:55:49.000","2019-01-01T00:02:31.000","1","0.49","1","N","234","107","1","6","0.5","0.5","1","0","0.3","8.3"
"2","2018-12-31T23:55:49.000","2019-01-01T00:07:03.000","1","1.93","1","N","246","234","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2018-12-31T23:55:49.000","2019-01-01T00:02:14.000","1","2.44","1","N","142","166","1","8.5","0.5","0.5","2.45","0","0.3","12.25"
"1","2018-12-31T23:55:46.000","2018-12-31T23:58:11.000","1","0.50","1","N","264","264","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:55:45.000","2019-01-01T00:01:23.000","1","0.87","1","N","234","107","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"1","2018-12-31T23:55:42.000","2019-01-01T00:03:16.000","1","0.60","1","N","142","48","1","6.5","0.5","0.5","1.55","0","0.3","9.35"
"1","2018-12-31T23:55:40.000","2018-12-31T23:59:26.000","1","0.90","1","N","50","48","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2018-12-31T23:55:39.000","2018-12-31T23:59:15.000","1","0.92","1","N","263","75","1","5","0.5","0.5","1.26","0","0.3","7.56"
"1","2018-12-31T23:55:38.000","2019-01-01T00:16:37.000","1","6.10","1","N","4","7","2","21","0.5","0.5","0","0","0.3","22.3"
"1","2018-12-31T23:55:37.000","2019-01-01T00:05:11.000","1","1.20","1","N","79","246","1","8","0.5","0.5","1.85","0","0.3","11.15"
"2","2018-12-31T23:55:37.000","2019-01-01T00:04:01.000","1","2.56","1","N","237","74","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:55:36.000","2018-12-31T23:57:56.000","2","0.21","1","N","79","79","1","3.5","0.5","0.5","0.96","0","0.3","5.76"
"2","2018-12-31T23:55:34.000","2019-01-01T00:08:46.000","3","2.15","1","N","263","162","2","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2018-12-31T23:55:33.000","2019-01-01T00:02:21.000","1","1.50","1","N","236","239","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"1","2018-12-31T23:55:33.000","2019-01-01T00:07:21.000","1","2.00","1","N","209","79","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2018-12-31T23:55:31.000","2018-12-31T23:59:14.000","1","0.50","1","N","143","239","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"2","2018-12-31T23:55:31.000","2018-12-31T23:58:06.000","1","0.57","1","N","186","90","1","4","0.5","0.5","1.59","0","0.3","6.89"
"1","2018-12-31T23:55:29.000","2019-01-01T00:15:25.000","1","3.30","1","N","116","247","2","15.5","0.5","0.5","0","0","0.3","16.8"
"1","2018-12-31T23:55:28.000","2018-12-31T23:59:25.000","1","0.20","1","N","170","170","1","4","0.5","0.5","2","0","0.3","7.3"
"2","2018-12-31T23:55:27.000","2019-01-01T00:32:36.000","1","17.39","1","N","50","172","1","49","0.5","0.5","16.9","17.28","0.3","84.48"
"1","2018-12-31T23:55:27.000","2019-01-01T00:23:18.000","1","5.70","1","N","166","170","2","22.5","0.5","0.5","0","0","0.3","23.8"
"2","2018-12-31T23:55:24.000","2018-12-31T23:58:03.000","2","0.51","1","N","229","229","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:55:24.000","2019-01-01T00:06:38.000","1","2.26","1","N","79","231","1","10.5","0.5","0.5","2.36","0","0.3","14.16"
"1","2018-12-31T23:55:23.000","2019-01-01T00:05:26.000","0","3.80","1","N","263","226","2","12.5","0.5","0.5","0","0","0.3","13.8"
"2","2018-12-31T23:55:21.000","2019-01-01T00:16:48.000","1","1.39","1","N","113","68","2","13","0.5","0.5","0","0","0.3","14.3"
"4","2018-12-31T23:55:21.000","2019-01-01T00:06:47.000","1","2.68","1","N","143","236","2","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2018-12-31T23:55:21.000","2019-01-01T00:06:29.000","1","1.60","1","N","41","152","1","9.5","0.5","0.5","2.7","0","0.3","13.5"
"1","2018-12-31T23:55:20.000","2019-01-01T00:10:29.000","1","5.60","1","N","234","261","2","18","0.5","0.5","0","0","0.3","19.3"
"1","2018-12-31T23:55:20.000","2019-01-01T00:04:10.000","2","1.60","1","N","158","186","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:55:20.000","2019-01-01T00:08:00.000","1","2.90","1","N","148","162","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"1","2018-12-31T23:55:19.000","2018-12-31T23:56:58.000","2","0.20","1","N","148","232","1","3.5","0.5","0.5","1","0","0.3","5.8"
"2","2018-12-31T23:55:18.000","2019-01-01T00:01:42.000","5","1.23","1","N","74","41","2","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2018-12-31T23:55:16.000","2018-12-31T23:55:18.000","1","0.00","5","N","114","114","1","6","0","0.5","0","0","0.3","6.8"
"1","2018-12-31T23:55:16.000","2018-12-31T23:57:56.000","1","0.10","1","N","170","170","1","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2018-12-31T23:55:14.000","2019-01-01T00:21:20.000","1","4.64","1","N","37","224","2","20","0.5","0.5","0","0","0.3","21.3"
"4","2018-12-31T23:55:10.000","2019-01-01T00:02:08.000","1","1.27","1","N","144","4","1","7","0.5","0.5","1.66","0","0.3","9.96"
"1","2018-12-31T23:55:10.000","2019-01-01T00:04:32.000","2","0.90","1","N","116","244","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2018-12-31T23:55:09.000","2019-01-01T00:15:08.000","1","9.15","1","N","132","177","1","26.5","0.5","0.5","8.34","0","0.3","36.14"
"1","2018-12-31T23:55:09.000","2019-01-01T00:02:54.000","0","1.10","1","N","186","90","2","7","0.5","0.5","0","0","0.3","8.3"
"1","2018-12-31T23:55:07.000","2019-01-01T00:06:37.000","2","2.80","1","N","234","231","2","11","0.5","0.5","0","0","0.3","12.3"
"1","2018-12-31T23:55:06.000","2019-01-01T00:22:00.000","2","7.30","1","N","125","72","2","25","0.5","0.5","0","0","0.3","26.3"
"2","2018-12-31T23:55:03.000","2019-01-01T00:05:47.000","2","2.91","1","N","48","238","1","11","0.5","0.5","2.46","0","0.3","14.76"
"1","2018-12-31T23:55:03.000","2019-01-01T00:10:18.000","0","1.50","1","N","164","161","2","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2018-12-31T23:55:03.000","2019-01-01T00:07:06.000","1","4.50","1","N","264","73","3","15","0.5","0.5","0","0","0.3","16.3"
"2","2018-12-31T23:55:02.000","2019-01-01T00:22:01.000","1","9.47","1","N","158","67","1","30","0.5","0.5","9.26","5.76","0.3","46.32"
"2","2018-12-31T23:55:02.000","2018-12-31T23:56:27.000","1","0.18","1","N","144","144","2","3","0.5","0.5","0","0","0.3","4.3"
"2","2018-12-31T23:55:00.000","2019-01-01T00:06:49.000","1","1.19","1","N","164","164","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:55:00.000","2019-01-01T00:03:24.000","1","2.37","1","N","236","151","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2018-12-31T23:54:59.000","2019-01-01T00:35:25.000","4","18.70","2","N","132","142","1","52","0","0.5","12","0","0.3","64.8"
"2","2018-12-31T23:54:59.000","2019-01-01T00:11:50.000","5","4.29","1","N","161","226","1","16.5","0.5","0.5","0","0","0.3","17.8"
"2","2018-12-31T23:54:56.000","2018-12-31T23:59:18.000","2","1.28","1","N","161","237","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2018-12-31T23:54:55.000","2019-01-01T00:00:21.000","1","0.80","1","N","90","107","1","5.5","0.5","0.5","2","0","0.3","8.8"
"1","2018-12-31T23:54:55.000","2019-01-01T00:12:30.000","1","2.30","1","N","68","79","1","12.5","0.5","0.5","2","0","0.3","15.8"
"1","2018-12-31T23:54:55.000","2019-01-01T00:08:16.000","1","4.80","1","N","45","233","2","16.5","0.5","0.5","0","0","0.3","17.8"
"2","2018-12-31T23:54:53.000","2019-01-01T00:03:34.000","6","1.68","1","N","264","264","1","8.5","0.5","0.5","1.96","0","0.3","11.76"
"1","2018-12-31T23:54:53.000","2019-01-01T00:01:36.000","1","1.20","1","N","141","237","1","7","0.5","0.5","1.25","0","0.3","9.55"
"2","2018-12-31T23:54:53.000","2018-12-31T23:56:39.000","2","0.33","1","N","143","142","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2018-12-31T23:54:52.000","2019-01-01T00:29:02.000","1","15.40","1","N","233","138","2","42.5","0.5","0.5","0","0","0.3","43.8"
"2","2018-12-31T23:54:52.000","2018-12-31T23:57:09.000","1","0.75","1","N","168","74","1","4.5","0.5","0.5","4","0","0.3","9.8"
"1","2018-12-31T23:54:52.000","2019-01-01T00:30:18.000","2","19.30","2","N","132","41","1","52","0","0.5","11.7","5.76","0.3","70.26"
"2","2018-12-31T23:54:51.000","2018-12-31T23:59:04.000","1","0.80","1","N","249","158","1","5","0.5","0.5","1","0","0.3","7.3"
"2","2018-12-31T23:54:51.000","2019-01-01T00:08:41.000","4","3.23","1","N","90","261","2","12","0.5","0.5","0","0","0.3","13.3"
"1","2018-12-31T23:54:51.000","2019-01-01T00:08:55.000","1","5.70","1","N","132","205","2","18","0.5","0.5","0","0","0.3","19.3"
"1","2018-12-31T23:54:50.000","2019-01-01T00:22:43.000","1","6.10","1","N","264","264","2","23","0.5","0.5","0","0","0.3","24.3"
"1","2018-12-31T23:54:49.000","2019-01-01T00:02:09.000","1","0.80","1","N","107","107","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2018-12-31T23:54:49.000","2019-01-01T00:38:42.000","1","17.70","2","N","132","90","2","52","0","0.5","0","5.76","0.3","58.56"
"2","2018-12-31T23:54:49.000","2019-01-01T00:09:40.000","1","2.56","1","N","237","170","2","11.5","0.5","0.5","0","0","0.3","12.8"
"1","2018-12-31T23:54:48.000","2019-01-01T00:06:54.000","1","1.20","1","N","137","186","1","9.5","0.5","0.5","1","0","0.3","11.8"
"1","2018-12-31T23:54:47.000","2019-01-01T00:20:18.000","1","6.80","1","N","48","87","1","23","0.5","0.5","1","0","0.3","25.3"
"1","2018-12-31T23:54:47.000","2019-01-01T00:03:52.000","4","1.00","1","N","158","114","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"1","2018-12-31T23:54:43.000","2019-01-01T00:26:05.000","1","17.80","2","N","132","148","1","52","0","0.5","15.8","0","0.3","68.6"
"2","2018-12-31T23:54:43.000","2019-01-01T00:14:01.000","1","5.81","1","N","161","88","2","20","0.5","0.5","0","0","0.3","21.3"
"1","2018-12-31T23:54:42.000","2019-01-01T00:12:05.000","2","4.90","1","N","144","263","1","16.5","0.5","0.5","3.55","0","0.3","21.35"
"2","2018-12-31T23:54:40.000","2019-01-01T00:20:19.000","1","7.32","1","N","211","24","2","25","0.5","0.5","0","0","0.3","26.3"
"2","2018-12-31T23:54:39.000","2018-12-31T23:59:45.000","5","1.23","1","N","141","170","1","6","0.5","0.5","1.1","0","0.3","8.4"
"1","2018-12-31T23:54:38.000","2019-01-01T00:07:18.000","1","1.80","1","N","68","246","2","10","0.5","0.5","0","0","0.3","11.3"
"1","2018-12-31T23:54:37.000","2018-12-31T23:59:44.000","1","0.50","1","N","144","114","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2018-12-31T23:54:36.000","2019-01-01T00:02:09.000","1","1.28","1","N","226","226","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"2","2018-12-31T23:54:35.000","2018-12-31T23:57:59.000","2","0.78","1","N","238","24","2","5","0.5","0.5","0","0","0.3","6.3"
"1","2018-12-31T23:54:35.000","2019-01-01T00:09:29.000","1","4.40","1","N","161","7","1","15","0.5","0.5","4.85","0","0.3","21.15"
"2","2018-12-31T23:54:35.000","2018-12-31T23:57:39.000","1","0.74","1","N","48","50","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:54:35.000","2018-12-31T23:58:11.000","1","1.01","1","N","237","236","1","5","0.5","0.5","1.58","0","0.3","7.88"
"2","2018-12-31T23:54:34.000","2018-12-31T23:56:49.000","3","0.38","1","N","142","142","1","3.5","0.5","0.5","1.44","0","0.3","6.24"
"1","2018-12-31T23:54:32.000","2018-12-31T23:59:57.000","2","0.60","1","N","79","114","1","5.5","0.5","0.5","1","0","0.3","7.8"
"2","2018-12-31T23:54:32.000","2018-12-31T23:58:32.000","1","0.87","1","N","231","125","1","5","0.5","0.5","1.58","0","0.3","7.88"
"2","2018-12-31T23:54:31.000","2019-01-01T00:02:33.000","2","1.89","1","N","237","239","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:54:29.000","2018-12-31T23:56:18.000","1","0.40","1","N","262","262","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2018-12-31T23:54:28.000","2019-01-01T00:03:36.000","1","1.68","1","N","238","236","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2018-12-31T23:54:28.000","2018-12-31T23:55:47.000","2","0.40","1","N","236","236","1","3.5","0.5","0.5","0.95","0","0.3","5.75"
"1","2018-12-31T23:54:27.000","2019-01-01T00:03:02.000","1","0.30","1","N","234","170","1","6.5","0.5","0.5","1.17","0","0.3","8.97"
"1","2018-12-31T23:54:27.000","2019-01-01T00:03:52.000","1","1.50","1","N","142","161","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:54:25.000","2019-01-01T00:03:14.000","1","3.66","1","N","79","88","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2018-12-31T23:54:24.000","2018-12-31T23:58:13.000","2","0.71","1","N","142","239","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2018-12-31T23:54:23.000","2019-01-01T00:07:45.000","1","6.57","4","N","132","265","1","21.5","0.5","0.5","5.7","0","0.3","28.5"
"2","2018-12-31T23:54:23.000","2019-01-01T00:10:35.000","5","8.15","1","N","132","135","1","23.5","0.5","0.5","4.96","0","0.3","29.76"
"2","2018-12-31T23:54:22.000","2018-12-31T23:58:45.000","1","0.83","1","N","244","244","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:54:22.000","2019-01-01T00:09:37.000","1","3.00","1","N","239","75","2","13","0.5","0.5","0","0","0.3","14.3"
"1","2018-12-31T23:54:21.000","2018-12-31T23:57:38.000","1","0.00","1","N","186","68","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:54:19.000","2018-12-31T23:54:34.000","5","0.00","5","N","265","265","1","52","0","0","10.46","0","0.3","62.76"
"2","2018-12-31T23:54:18.000","2019-01-01T00:11:17.000","5","2.28","1","N","148","209","2","12.5","0.5","0.5","0","0","0.3","13.8"
"2","2018-12-31T23:54:18.000","2019-01-01T00:24:00.000","2","20.23","5","N","138","265","1","100","0","0.5","21.31","5.76","0.3","127.87"
"2","2018-12-31T23:54:17.000","2018-12-31T23:58:05.000","1","0.32","1","N","142","48","1","4.5","0.5","0.5","5","0","0.3","10.8"
"2","2018-12-31T23:54:16.000","2018-12-31T23:58:32.000","1","0.92","1","N","239","142","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:54:16.000","2019-01-01T00:02:07.000","1","1.23","1","N","113","113","1","7","0.5","0.5","1.66","0","0.3","9.96"
"2","2018-12-31T23:54:14.000","2019-01-01T00:03:14.000","1","1.65","1","N","236","238","1","8.5","0.5","0.5","1.96","0","0.3","11.76"
"2","2018-12-31T23:54:13.000","2019-01-01T00:27:01.000","5","11.76","1","N","132","188","1","35.5","0.5","0.5","7.36","0","0.3","44.16"
"2","2018-12-31T23:54:12.000","2018-12-31T23:55:04.000","1","0.25","1","N","142","143","2","3","0.5","0.5","0","0","0.3","4.3"
"1","2018-12-31T23:54:09.000","2019-01-01T00:07:27.000","2","0.90","1","N","148","114","1","9.5","0.5","0.5","50","0","0.3","60.8"
"1","2018-12-31T23:54:08.000","2018-12-31T23:58:38.000","2","0.40","1","N","264","264","2","5","0.5","0.5","0","0","0.3","6.3"
"4","2018-12-31T23:54:07.000","2019-01-01T00:01:30.000","1","0.79","1","N","170","90","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"1","2018-12-31T23:54:05.000","2019-01-01T00:02:22.000","2","1.30","1","N","142","237","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:54:05.000","2019-01-01T00:03:36.000","6","1.82","1","N","231","90","1","8.5","0.5","0.5","1.96","0","0.3","11.76"
"2","2018-12-31T23:54:05.000","2018-12-31T23:58:26.000","1","1.00","1","N","140","263","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:54:04.000","2019-01-01T00:02:05.000","1","0.86","1","N","113","234","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2018-12-31T23:54:03.000","2019-01-01T00:21:11.000","1","3.40","1","N","48","148","1","18","0.5","0.5","3.85","0","0.3","23.15"
"2","2018-12-31T23:54:02.000","2019-01-01T00:17:34.000","1","4.30","1","N","244","74","2","18","0.5","0.5","0","0","0.3","19.3"
"1","2018-12-31T23:54:00.000","2019-01-01T00:01:20.000","0","0.90","1","N","129","173","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2018-12-31T23:54:00.000","2018-12-31T23:56:19.000","0","0.70","1","N","74","75","2","4","0.5","0.5","0","0","0.3","5.3"
"1","2018-12-31T23:53:59.000","2019-01-01T00:16:36.000","2","3.30","1","N","264","264","1","16.5","0.5","0.5","2.2","0","0.3","20"
"2","2018-12-31T23:53:59.000","2019-01-01T23:34:21.000","1","1.13","1","N","234","246","1","14.5","0.5","0.5","0","0","0.3","15.8"
"2","2018-12-31T23:53:59.000","2018-12-31T23:57:55.000","6","1.18","1","N","151","166","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2018-12-31T23:53:58.000","2019-01-01T00:08:08.000","1","2.38","1","N","68","148","1","11.5","0.5","0.5","3.84","0","0.3","16.64"
"2","2018-12-31T23:53:58.000","2019-01-01T00:19:39.000","1","4.60","1","N","79","262","1","19","0.5","0.5","4.06","0","0.3","24.36"
"2","2018-12-31T23:53:56.000","2018-12-31T23:57:44.000","1","0.40","1","N","261","87","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:53:56.000","2019-01-01T00:07:57.000","1","3.21","1","N","161","74","2","13","0.5","0.5","0","0","0.3","14.3"
"1","2018-12-31T23:53:56.000","2019-01-01T00:34:15.000","4","23.80","1","N","138","265","2","62.5","0.5","0.5","0","16.26","0.3","80.06"
"1","2018-12-31T23:53:55.000","2019-01-01T00:29:48.000","1","5.10","1","N","186","24","1","25","0.5","0.5","0","0","0.3","26.3"
